name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price,Unnamed: 0,product_id
"Samsung 1.5 Ton 5 Star Wind-Free Technology Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Anti-bacterial Fil...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/71orowaO-xL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Technology-Convertible-Anti-bacterial-AR18CYNAMWK/dp/B0BRQCKLKR/ref=sr_1_67?qid=1679134240&s=kitchen&sr=1-67,4.1,212,"₹46,499","₹73,990",,61
"Panasonic 1.5 Ton 4 Star Wi-Fi Inverter Smart Split AC (Copper Condenser, 7 in 1 Convertible with additional AI Mode, 4 Wa...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61sbGpSQptL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Convertible-additional-Purification-CU-NU18YKY4W/dp/B0BRHZVBN1/ref=sr_1_68?qid=1679134240&s=kitchen&sr=1-68,4.4,3,"₹42,990","₹59,400",,62
"Blue Star 1.5 Ton 3 Star Fixed Speed Window AC (Copper, Turbo Cool, Humidity Control, Fan Modes-Auto/High/Medium/Low, Hydr...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/71mF5lrGA1L._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Hydrophilic-Self-Diagnosis-WFA318LN/dp/B0BDML494F/ref=sr_1_69?qid=1679134240&s=kitchen&sr=1-69,3.9,79,"₹30,399","₹39,500",,63
"Blue Star 1.5 Ton 5 Star Fixed Speed Window AC (Copper, Turbo Cool, Humidity Control, Fan Modes-Auto/High/Medium/Low, Hydr...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/71DSyQO7qHL._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Window-Copper-WFA518LN/dp/B09RTGPRK7/ref=sr_1_70?qid=1679134240&s=kitchen&sr=1-70,4.2,468,"₹34,990","₹44,500",,64
"Panasonic 1 Ton 3 Star Inverter Split Air Conditioner (Copper, PM 2.5 Air Purification, 2022 Model, CS/CU-RU12XKYA, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61mcsP4PwML._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Conditioner-Purification-CS-CU-RU12XKYA/dp/B09R4DDVQV/ref=sr_1_71?qid=1679134240&s=kitchen&sr=1-71,4.2,317,"₹32,490","₹47,100",,65
"Amazon Basics 1 Ton, 5 Star, Wi-Fi Enabled Smart(Alexa/Google Assistant), Single Rotary Inverter Split AC (Copper Condense...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51s3yrWntML._AC_UL320_.jpg,https://www.amazon.in/AmazonBasics-1-5-Ton-Air-Conditioner/dp/B08J8QR9K7/ref=sr_1_72?qid=1679134240&s=kitchen&sr=1-72,3.6,88,"₹28,990","₹49,089",,66
"IFB 1 Ton 3 Star Twin Inverter Split Fastcool Silver Series AC (Copper, PM 0.3 Filter, IACI12SA3G3C, 2021 Model, Ivory Matte)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51mGLhKGN3L._AC_UL320_.jpg,https://www.amazon.in/IFB-Inverter-Split-Copper-IACI12SA3G3C/dp/B0866ML94M/ref=sr_1_73?qid=1679134240&s=kitchen&sr=1-73,4.1,45,"₹40,618","₹42,190",,67
"Samsung 1.5 Ton 5 Star Wi-fi Enabled, Wind-Free Technology Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Ant...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/71bYME6CHEL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Technology-Convertible-Anti-Bacteria-AR18CYNANWK/dp/B0BRQB5YBM/ref=sr_1_74?qid=1679134240&s=kitchen&sr=1-74,4.1,142,"₹49,349","₹75,990",,68
"LG 1.5 Ton 3 Star DUAL Inverter Window AC (Copper, Convertible 4-in-1 cooling, HD Filter, 2022 Model, PW-Q18WUXA, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51aDPQpzC2L._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Convertible-cooling-PW-Q18WUXA/dp/B0BJBP7F1Z/ref=sr_1_75?qid=1679134240&s=kitchen&sr=1-75,4.2,5,"₹37,490","₹69,990",,69
"Lloyd 2.0 Ton 3 Star Inverter Split Ac (5 In 1 Convertible, Copper, Anti-Viral + Pm 2.5 Filter, 2023 Model, White With Sil...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/3194HYuCKML._AC_UL320_.jpg,https://www.amazon.in/Lloyd-Inverter-Convertible-Anti-Viral-GLS24I3FWSEV/dp/B0BRKY8MMB/ref=sr_1_76?qid=1679134240&s=kitchen&sr=1-76,,,"₹46,000","₹77,990",,70
"Lloyd 1.0 Ton 2 Star Fixed Speed Split AC (Copper, Anti-Viral + PM 2.5 Filter, 2023 Model, White, GLS12C2XWASD)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41pKfo8B+xL._AC_UL320_.jpg,https://www.amazon.in/Lloyd-Copper-Anti-Viral-Filter-GLS12C2XWASD/dp/B0BRKY7H99/ref=sr_1_77?qid=1679134240&s=kitchen&sr=1-77,3.9,451,"₹27,499","₹46,990",,71
"Voltas 2 Ton 5 Star, Inverter Split AC(Copper,4-in-1 Adjustable Mode, Anti-dust Filter, 2023 Model, 245V Vectra Plus, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41M7ocgxanL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Adjustable-Inverter-Copper-VECTRA/dp/B0BBFWM5F9/ref=sr_1_78?qid=1679134240&s=kitchen&sr=1-78,4.1,145,"₹57,379","₹93,990",,72
"Lloyd 1.5 Ton 4 Star Fixed Speed Window Ac (Copper, 2023 Model, White With Golden Deco Strip, Glw18C4Ywgew)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61bAqnFCY8L._AC_UL320_.jpg,https://www.amazon.in/Lloyd-Window-Copper-Golden-GLW18C4YWGEW/dp/B0BRKX5WWK/ref=sr_1_76?qid=1679134241&s=kitchen&sr=1-76,3.6,23,"₹29,799","₹50,990",,73
"Voltas 1.5 Ton 3 Star, Fixed Speed Window AC (Copper, Turbo Mode, 2023 Model, 183 Vectra Pearl, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61hrzDc3aTL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Window-183-Vectra-Pearl/dp/B0BSJ7KZLJ/ref=sr_1_77?qid=1679134241&s=kitchen&sr=1-77,,,"₹29,990","₹42,990",,74
"LG 2.0 Ton 3 Star AI DUAL Inverter Split AC (Copper, Super Convertible 6-in-1 Cooling, 4 Way Swing, HD Filter with Anti-Vi...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51JFb7FctDL._AC_UL320_.jpg,https://www.amazon.in/LG-Convertible-Anti-Virus-Protection-RS-Q24ENXE/dp/B0BQ7GK9HW/ref=sr_1_78_mod_primary_new?qid=1679134241&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-78,2.7,3,"₹52,900","₹85,990",,75
"Voltas 1 Ton 3 Star, Inverter Split AC(Copper, 4-in-1 Adjustable Mode, Anti-dust Filter, 2023 Model, 123V Vectra Elite, Wh...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41e6oqY5-ZL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Adjustable-123V-Vectra-Elite/dp/B0BQR2FW4Y/ref=sr_1_79_mod_primary_new?qid=1679134241&s=kitchen&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-79,4.5,3,"₹30,490","₹56,990",,76
"LG 1.5 Ton 3 Star Hot & Cold DUAL Inverter Split AC (Copper, Super Convertible 5-in-1 Cooling, 4 Way Swing & Anti Allergic...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51hbo8yQ1EL._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Convertible-Allergic-PS-H19VNXF/dp/B09NS5B6TP/ref=sr_1_80?qid=1679134241&s=kitchen&sr=1-80,4.0,265,,,,77
"AmazonBasics 1 Ton 3 Star Split Ac (White, Copper, Anti Corrosion Coating)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/71Z9+rx576L._AC_UL320_.jpg,https://www.amazon.in/AmazonBasics-Split-Copper-corrosion-coating/dp/B0BCGLVSVW/ref=sr_1_81?qid=1679134241&s=kitchen&sr=1-81,3.7,"3,157","₹25,990","₹49,000",,78
"Voltas 1.5 Ton 3 Star, Inverter Window AC (Copper, 2-in-1 Adjustable Mode, 2023 Model, 183V Vertis Elite, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61suRUG6A+L._AC_UL320_.jpg,https://www.amazon.in/Voltas-Adjustable-Inverter-Window-Copper/dp/B0BBFW95RD/ref=sr_1_82?qid=1679134241&s=kitchen&sr=1-82,3.0,2,"₹33,950","₹49,990",,79
"Panasonic 1 Ton 4 Star Wi-Fi Inverter Smart Split AC (Copper Condenser, 7 in 1 Convertible with additional AI Mode, 4 Way ...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61zXnk6ikEL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Convertible-additional-Purification-CU-NU12YKY4W/dp/B0BRHZ5L1Z/ref=sr_1_83?qid=1679134241&s=kitchen&sr=1-83,4.0,3,"₹36,990","₹50,600",,80
"Blue Star 1.5 Ton 5 Star Convertible 5 in 1 Cooling Inverter Split AC (Copper, 4 Way Swing, Stabalizer Free Operation, Dus...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51PxFWmK-dL._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Convertible-Stabalizer-IC518YNU/dp/B0BT117FDS/ref=sr_1_84?qid=1679134241&s=kitchen&sr=1-84,,,"₹44,490","₹73,000",,81
"Samsung 2 Ton 3 Star Wi-fi Enabled Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Anti-bacterial Filter, 2023...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51pSParNYHL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Inverter-Convertible-Anti-bacterial-AR24CYLZABE/dp/B0BRQD4L93/ref=sr_1_85?qid=1679134241&s=kitchen&sr=1-85,4.0,8,"₹53,490","₹83,990",,82
"LG 1 Ton 5 Star AI+ DUAL Inverter Wi-Fi Split AC (Copper, Super Convertible 6-in-1 Cooling, HD Filter with Anti-Virus Prot...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61eO9hzoLzL._AC_UL320_.jpg,https://www.amazon.in/LG-Convertible-Anti-Virus-Protection-RS-Q14GWZE/dp/B0BQM9HRYK/ref=sr_1_86?qid=1679134241&s=kitchen&sr=1-86,4.3,274,"₹42,490","₹78,990",,83
"Amazon Basics 1.5 Ton, 5 Star, Wi-Fi Enabled Smart(Alexa/Google Assistant), Twin Rotary Inverter Split AC (Copper Condense...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51s3yrWntML._AC_UL320_.jpg,https://www.amazon.in/AmazonBasics-1-5-Ton-Air-Conditioner/dp/B08J8SM4GD/ref=sr_1_87?qid=1679134241&s=kitchen&sr=1-87,3.4,39,"₹34,990","₹56,179",,84
Hitachi Split Ac - 1.5 Ton Shizen 3100S  Inverter - R32 - RSQG318HFEOF (Gold),appliances,Air Conditioners,https://m.media-amazon.com/images/I/417b-AztnjL._AC_UL320_.jpg,https://www.amazon.in/SPLIT-AC-HITACHI-INVERTER-RSQG318HFEOF/dp/B0B14LQ2H5/ref=sr_1_91?qid=1679134241&s=kitchen&sr=1-91,4.0,2,"₹35,385","₹59,700",,85
"Blue Star 0.8 Ton 3 Star Fixed Speed Window AC (Copper, Turbo Cool, Humidity Control, Fan Modes-Auto/High/Medium/Low, Hydr...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61QqYXeyX6L._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Hydrophilic-Self-Diagnosis-WFA309GN/dp/B0BDMN6XJ3/ref=sr_1_92?qid=1679134241&s=kitchen&sr=1-92,4.1,178,"₹24,990","₹30,000",,86
Voltas 1 Ton 3 Star Window AC (123 Lyi/123 LZF White),appliances,Air Conditioners,https://m.media-amazon.com/images/I/71ovlk0vAwL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Window-123-Lyi-LZF/dp/B00LWRFC1W/ref=sr_1_93?qid=1679134241&s=kitchen&sr=1-93,4.1,655,"₹27,990","₹29,490",,87
"Cruise 1 Ton [Portable Antibacterial Coating, Dust Filter, Air Purifier, Dehumidifier Portable Ac (Copper, Cpcatf-Pq3S12, ...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61wH+RMNHLL._AC_UL320_.jpg,https://www.amazon.in/Cruise-Portable-Control-CPCATF-PQ3S12-Exhaust/dp/B08954XBS7/ref=sr_1_94?qid=1679134241&s=kitchen&sr=1-94,3.4,81,"₹29,990","₹40,900",,88
"Panasonic 2 Ton 4 Star Wi-Fi Inverter Smart Split AC (Copper Condenser, 7 in 1 Convertible with additional AI Mode, 4 Way ...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61ZzcguzB1L._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Convertible-additional-Purification-CU-NU24YKY4W/dp/B0BRHZM946/ref=sr_1_95?qid=1679134241&s=kitchen&sr=1-95,2.9,3,"₹56,990","₹77,150",,89
"Panasonic 2 Ton 5 Star Wi-Fi Inverter Smart Split AC (Copper, 7 in 1 Convertible with additional AI Mode, Twin Cool, PM 0....",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61U+94m1YiL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Convertible-additional-Purification-CU-ZU24ZKYF/dp/B0BRJJ7QHZ/ref=sr_1_96?qid=1679134241&s=kitchen&sr=1-96,5.0,1,"₹66,990","₹87,900",,90
"Blue Star 2 Ton 3 Star Convertible 4 in 1 Cooling Inverter Split AC (Copper, Smart Ready, Auto Defrost, Multi Sensors,Stab...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41K8zEvR84L._AC_UL320_.jpg,https://www.amazon.in/Blue-Star-Inverter-Copper-IA324YNU/dp/B09RFZVLZH/ref=sr_1_97?qid=1679134241&s=kitchen&sr=1-97,4.0,43,"₹48,000","₹71,750",,91
"Lloyd 1.5 Ton 2 Star Fixed Speed Split AC (Copper, Anti-Viral + PM 2.5 Filter, 2023 Model, White, GLS18C2XWASS)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41pKfo8B+xL._AC_UL320_.jpg,https://www.amazon.in/Lloyd-Copper-Anti-Viral-Filter-GLS18C2XWASS/dp/B0BRKY7D8X/ref=sr_1_98?qid=1679134241&s=kitchen&sr=1-98,4.1,234,"₹33,900","₹59,990",,92
"Carrier 1 Ton 3 Star Fixed Speed Split AC (Copper,Auto Cleanser, Economic Sleep Mode, High Density Filter for Dust Filtrat...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/61IET4dPHRL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Split-Copper-ESTER-filter/dp/B0B67S3JH9/ref=sr_1_99?qid=1679134241&s=kitchen&sr=1-99,3.9,134,"₹31,990","₹54,590",,93
Voltas SAC 123 Vectra Platina Fixed Window AC 1 Ton,appliances,Air Conditioners,https://m.media-amazon.com/images/I/710itwHC0zL._AC_UL320_.jpg,https://www.amazon.in/Voltas-Vectra-Platina-Fixed-Window/dp/B0BQYB5YVF/ref=sr_1_100?qid=1679134241&s=kitchen&sr=1-100,,,"₹26,950","₹35,990",,94
Hitachi SPLIT AC - 1.0 Ton HITACHI SHIZEN 3100S INVERTER - R32 - RAPG312HFEOZ1 (Gold),appliances,Air Conditioners,https://m.media-amazon.com/images/I/417b-AztnjL._AC_UL320_.jpg,https://www.amazon.in/SPLIT-AC-HITACHI-INVERTER-RAPG312HFEOZ1/dp/B09WDTYJ54/ref=sr_1_101?qid=1679134241&s=kitchen&sr=1-101,3.7,97,"₹30,490","₹48,200",,95
"Samsung 1 Ton 3 Star Wind-Free Technology Inverter Split AC (Copper, Convertible 5-in-1 Cooling Mode, Easy Filter Plus (An...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/71iTRaVQJiL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Technology-Convertible-Anti-Bacteria-AR12CYLAMWK/dp/B0BRQCPCV3/ref=sr_1_102?qid=1679134241&s=kitchen&sr=1-102,4.2,229,"₹34,699","₹52,990",,96
"Daikin 1.5 Ton 5 Star Inverter Split AC (Copper, PM 1.0 Filter, 2022 Model, JTKJ50U, White)",appliances,Air Conditioners,https://m.media-amazon.com/images/I/418VQew9c-L._AC_UL320_.jpg,https://www.amazon.in/Daikin-Inverter-Copper-Filter-JTKJ50U/dp/B09R4RZR83/ref=sr_1_100?qid=1679134243&s=kitchen&sr=1-100,4.3,12,"₹48,567","₹73,800",,97
"Panasonic 1.5 Ton 3 Star Hot and Cold Wi-Fi Inverter Smart Split AC (Copper, 7 in 1 Convertible with additional AI Mode, T...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/71z2BRd3jbL._AC_UL320_.jpg,https://www.amazon.in/Panasonic-Convertible-additional-Purification-CU-KZ18ZKYF/dp/B0BRJFLLJX/ref=sr_1_101?qid=1679134243&s=kitchen&sr=1-101,5.0,2,"₹43,990","₹61,400",,98
"Whirlpool 1.5 Ton 4 Star, Flexicool Inverter Split AC (Copper, Convertible 4-in-1 Cooling Mode, HD Filter 2023 Model, S3I3...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/51xzmzjFS7L._AC_UL320_.jpg,https://www.amazon.in/Whirlpool-Flexicool-Inverter-Convertible-Cooling/dp/B0BR5RCC7F/ref=sr_1_102?qid=1679134243&s=kitchen&sr=1-102,,,"₹36,490","₹66,900",,99
"Voltas 1.5 Ton 3 Star, Inverter Split AC(Copper, 5-in-1 Adjustable Mode, Anti-dust Filter, 2023 Model, 183V Vertis Emeral...",appliances,Air Conditioners,https://m.media-amazon.com/images/I/41ACywlcM1L._AC_UL320_.jpg,https://www.amazon.in/Voltas-Adjustable-183V-Vertis-Emerald/dp/B0BQR1ZYNC/ref=sr_1_103?qid=1679134243&s=kitchen&sr=1-103,3.3,3,"₹33,678","₹68,990",,100
"AmazonBasics High Speed 55 Watt Oscillating Pedestal Fan, 400mm Sweep Length, White (Without Remote)",appliances,All Appliances,https://m.media-amazon.com/images/I/71QfUcEOg8L._AC_UL320_.jpg,https://www.amazon.in/AmazonBasics-400mm-Pedestal-Remote-White/dp/B07NPBG1B4/ref=sr_1_73?qid=1679135589&s=appliances&sr=1-73,4.1,"6,113","₹2,099","₹3,300",,101
Farberware Mini Blender Fruit Mixer Machine Portable Electric Juicer grinder Cup 380ML Personal Blender Smoothie Maker USB...,appliances,All Appliances,https://m.media-amazon.com/images/I/716mmFt0PGL._AC_UL320_.jpg,https://www.amazon.in/Farberware-Portable-Electric-Rechargeable-Extractor/dp/B0BRXQD38T/ref=sr_1_74_mod_primary_new?qid=1679135589&s=appliances&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-74,2.9,"6,071",₹499,"₹1,199",,102
"PHILIPS Handheld Garment Steamer STH3000/20 - Compact & Foldable, Convenient Vertical Steaming, 1000 Watt Quick Heat Up, u...",appliances,All Appliances,https://m.media-amazon.com/images/I/71W2XPQdBqL._AC_UL320_.jpg,https://www.amazon.in/PHILIPS-Handheld-Garment-STH3000-20/dp/B08TM71L54/ref=sr_1_75?qid=1679135589&s=appliances&sr=1-75,4.0,"1,553","₹3,995","₹4,095",,103
"Cookwell Bullet Mixer Grinder (5 Jars, 3 Blades, Silver)",appliances,All Appliances,https://m.media-amazon.com/images/I/81yobRRV8nL._AC_UL320_.jpg,https://www.amazon.in/Cookwell-Bullet-Mixer-Grinder-Silver/dp/B097XJQZ8H/ref=sr_1_76?qid=1679135589&s=appliances&sr=1-76,4.1,"9,592","₹2,479","₹6,000",,104
"Bajaj ATX 4 750-Watt Pop-up Toaster, 2-Slice Automatic Pop up Toaster with Dust Cover & Slide Out Crumb Tray, 6-Level Brow...",appliances,All Appliances,https://m.media-amazon.com/images/I/51D5T7TGVbL._AC_UL320_.jpg,https://www.amazon.in/Bajaj-ATX-750-Watt-Pop-up-Toaster/dp/B0073QGKAS/ref=sr_1_77?qid=1679135589&s=appliances&sr=1-77,4.3,"9,520","₹1,499","₹2,250",,105
HUL Pureit Germkill kit for Classic 23 L water purifier - 3000 L Capacity,appliances,All Appliances,https://m.media-amazon.com/images/I/61QNGI22XDL._AC_UL320_.jpg,https://www.amazon.in/HUL-Pureit-Germkill-Classic-Purifier/dp/B00H3H03Q4/ref=sr_1_78?qid=1679135589&s=appliances&sr=1-78,4.2,"13,467",,"₹1,130",,106
KENT 16069 Super Egg Boiler 400 Watts | Boils Upto 6 Eggs at a Time | 3 Boiling Modes | Stainless Steel Body and Heating P...,appliances,All Appliances,https://m.media-amazon.com/images/I/71+2IuZ78XL._AC_UL320_.jpg,https://www.amazon.in/Kent-Super-Boiler-16069-Silver/dp/B08JQZP7G1/ref=sr_1_79?qid=1679135589&s=appliances&sr=1-79,4.3,"12,213","₹1,115","₹1,800",,107
HUL Pureit Germkill kit for Classic 23 L water purifier - 1500 L Capacity,appliances,All Appliances,https://m.media-amazon.com/images/I/61h7YWM2+oL._AC_UL320_.jpg,https://www.amazon.in/HUL-Pureit-Germkill-Classic-Purifier/dp/B00E9G8KOY/ref=sr_1_80?qid=1679135589&s=appliances&sr=1-80,4.1,"11,108",,₹600,,108
"Bajaj Immersion Rod Water Heater 1500 Watts, Silver",appliances,All Appliances,https://m.media-amazon.com/images/I/51bfOnh2M4L._AC_UL320_.jpg,https://www.amazon.in/Bajaj-1500-Watt-Immersion-Heater-Plug/dp/B00ABMASXG/ref=sr_1_81?qid=1679135589&s=appliances&sr=1-81,4.1,"36,955",₹539,₹665,,109
"APTODEN Electric Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk, Frother for Coffee, Egg Beater, Hand Blender,...",appliances,All Appliances,https://m.media-amazon.com/images/I/61+74y2T37L._AC_UL320_.jpg,https://www.amazon.in/APTODEN-Electric-Handheld-Frother-Blender/dp/B09VGZN232/ref=sr_1_82?qid=1679135589&s=appliances&sr=1-82,4.3,821,₹329,₹799,,110
KENT 16052 Elegant Electric Glass Kettle 1.8L 2000 W | Blue LED Illumination | Borosilicate Glass Body | Boil Drying Prote...,appliances,All Appliances,https://m.media-amazon.com/images/I/71mNVZxebrL._AC_UL320_.jpg,https://www.amazon.in/KENT-Elegant-Electric-Kettle-Silver/dp/B07YR26BJ3/ref=sr_1_83?qid=1679135589&s=appliances&sr=1-83,4.0,"14,773","₹1,212","₹1,850",,111
"The Earth Store Handheld Coffee Frother Electric Milk Frother for Lattes Shakes Mini Foamer for Cappuccino, Frappe, Match...",appliances,All Appliances,https://m.media-amazon.com/images/I/51+vA2qAe9L._AC_UL320_.jpg,https://www.amazon.in/Earth-Store-Coffee-Frother-Cappuccino/dp/B0BQW1XXM5/ref=sr_1_84?qid=1679135589&s=appliances&sr=1-84,4.1,"1,944",₹225,₹499,,112
"LG 1.5 Ton 5 Star AI DUAL Inverter Split AC (Copper, Super Convertible 6-in-1 Cooling, HD Filter with Anti-Virus Protectio...",appliances,All Appliances,https://m.media-amazon.com/images/I/51JFb7FctDL._AC_UL320_.jpg,https://www.amazon.in/LG-Convertible-Anti-Virus-Protection-RS-Q19YNZE/dp/B0BQ3MXML8/ref=sr_1_85?qid=1679135589&s=appliances&sr=1-85,4.2,"2,948","₹46,490","₹75,990",,113
ACTIVA 1200 MM HIGH SPEED 390 RPM BEE APPROVED 5 STAR RATED APSRA CEILING FAN BROWN 2 Years Warranty,appliances,All Appliances,https://m.media-amazon.com/images/I/31hXo964hqL._AC_UL320_.jpg,https://www.amazon.in/ACTIVA-APSRA-Approved-Ceiling-Warranty/dp/B07ZJND9B9/ref=sr_1_86?qid=1679135589&s=appliances&sr=1-86,3.9,"6,995","₹1,099","₹1,990",,114
"Kuber Industries Multipurpose Refrigerator Drawer Mat|Circle Design & Water Proof PVC Material|Size-48 cm x 33 cm ,Pack of...",appliances,All Appliances,https://m.media-amazon.com/images/I/71A77D0r+oL._AC_UL320_.jpg,https://www.amazon.in/Kuber-Industries-Circle-Design-Refrigerator/dp/B07MBB2LHW/ref=sr_1_87?qid=1679135589&s=appliances&sr=1-87,4.2,"8,159",₹176,₹538,,115
"Samsung 253 L 3 Star with Inverter Double Door Refrigerator (RT28A3453S8/HL, Elegant Inox)- 2022 Model",appliances,All Appliances,https://m.media-amazon.com/images/I/61kNDBKxSuL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Inverter-Refrigerator-RT28A3453S8-HL/dp/B08SBSL8Y2/ref=sr_1_88?qid=1679135589&s=appliances&sr=1-88,4.4,"5,784","₹24,990","₹31,990",,116
Candes Star 1200mm/48 inch High Speed Anti-dust Decorative 5 Star Rated Ceiling Fan 405 RPM with 2 Yrs Warranty (Coffee Br...,appliances,All Appliances,https://m.media-amazon.com/images/I/51s36oqI6KL._AC_UL320_.jpg,https://www.amazon.in/Candes-Star-Anti-dust-Decorative-Warranty/dp/B09296RG1X/ref=sr_1_89?qid=1679135589&s=appliances&sr=1-89,3.8,"1,161","₹1,299","₹2,299",,117
"Prestige Hard Anodised Aluminium Plus Cookware Induction Base Roti Tawa, 22.5cm, Black",appliances,All Appliances,https://m.media-amazon.com/images/I/41yIomgcfML._AC_UL320_.jpg,https://www.amazon.in/Prestige-Anodised-Cookware-Induction-225mm/dp/B00N2ZJCJA/ref=sr_1_90?qid=1679135589&s=appliances&sr=1-90,3.9,"9,555",₹675,₹780,,118
"LG 1 Ton 4 Star Ai Dual Inverter Split Ac (Copper, Super Convertible 6-In-1 Cooling, Hd Filter With Anti Virus Protection,...",appliances,All Appliances,https://m.media-amazon.com/images/I/51JFb7FctDL._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Convertible-protection-RS-Q13JNYE/dp/B0BPYN9JGF/ref=sr_1_91?qid=1679135589&s=appliances&sr=1-91,4.2,"1,206","₹34,490","₹61,990",,119
"Samsung 183 L 2 Star Inverter Direct-Cool Single Door Refrigerator (RR20C2412GS/NL, Gray Silver)",appliances,All Appliances,https://m.media-amazon.com/images/I/61peedjlRJL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Direct-Cool-Refrigerator-RR20C2412GS-NL/dp/B0BR3V1SQT/ref=sr_1_92?qid=1679135589&s=appliances&sr=1-92,4.3,"5,862","₹13,490","₹17,999",,120
"Havells Ambrose 1200mm Energy Saving with Remote Control 5 Star Decorative BLDC Ceiling Fan (Gold Mist Wood, Pack of 1)",appliances,All Appliances,https://m.media-amazon.com/images/I/61nt66+QH5L._AC_UL320_.jpg,https://www.amazon.in/Havells-Ambrose-Control-Decorative-Ceiling/dp/B0BHJCC4S5/ref=sr_1_93?qid=1679135589&s=appliances&sr=1-93,4.3,"10,025","₹3,399","₹4,510",,121
